,inference_results
7071,26.287283
7072,18.999123
7073,15.460947
7074,77.162834
7075,48.45336
7076,22.086267
7077,73.46282
7078,33.2314
7079,91.15962
7080,71.627014
7081,69.44763
7082,23.97113
7083,64.84708
7084,58.39092
7085,38.59114
7086,52.04674
7087,15.484449
7088,79.94112
7089,85.05843
7090,76.62566
7091,8.384447
7092,95.504456
7093,31.351728
7094,54.72993
7095,65.21591
7096,96.714264
7097,13.898979
7098,56.21093
7099,70.36404
7100,12.276707
7101,85.430046
7102,74.90022
7103,59.330204
7104,84.38045
7105,42.919235
7106,20.846281
7107,8.524586
7108,66.29605
7109,83.50776
7110,29.672913
7111,71.474434
7112,83.38159
7113,18.33093
7114,69.8644
7115,13.025623
7116,26.202658
7117,18.132414
7118,77.25739
7119,11.609388
7120,9.4594965
7121,86.202774
7122,82.12008
7123,31.138786
7124,69.40837
7125,35.08209
7126,59.436584
7127,63.577267
7128,53.92576
7129,43.55302
7130,91.62909
7131,47.110817
7132,82.35907
7133,91.48432
7134,55.459248
7135,11.736032
7136,15.372877
7137,51.69035
7138,68.81874
7139,25.384441
7140,73.35544
7141,18.677078
7142,85.88518
7143,49.65367
7144,13.380741
7145,84.763985
7146,49.642162
7147,98.95915
7148,32.10907
7149,16.798773
7150,80.01625
7151,16.195759
7152,50.05546
7153,36.492992
7154,68.995514
7155,33.28863
7156,45.01761
7157,65.95118
7158,73.098885
7159,33.137554
7160,22.535849
7161,52.606884
7162,66.2278
7163,29.811436
7164,49.088745
7165,86.35839
7166,32.893555
7167,47.066
7168,82.20615
7169,78.75017
7170,42.98535
7171,55.96014
7172,72.13455
7173,76.67465
7174,36.662403
7175,64.13204
7176,39.806602
7177,79.668785
7178,65.441025
7179,96.89942
7180,69.357735
7181,11.4028425
7182,91.91366
7183,40.461548
7184,35.60582
7185,77.84435
7186,70.44844
7187,57.68541
7188,30.466175
7189,33.327812
7190,7.2553535
7191,6.2670074
7192,19.265305
7193,40.131958
7194,34.58549
7195,10.234107
7196,2.2264698
7197,78.01733
7198,95.8872
7199,95.96209
7200,32.85844
7201,35.177204
7202,13.388582
7203,61.242958
7204,86.71619
7205,39.85291
7206,27.73318
7207,71.77796
7208,44.945858
7209,70.6913
7210,81.62182
7211,28.02572
7212,71.559425
7213,55.730305
7214,50.239326
7215,33.443752
7216,80.08616
7217,23.412785
7218,32.759663
7219,79.82293
7220,71.6539
7221,61.220417
7222,16.030766
7223,45.969227
7224,48.54957
7225,20.1775
7226,21.805298
7227,11.60194
7228,88.011894
7229,83.91468
7230,50.76787
7231,37.718853
7232,42.10925
7233,67.345024
7234,29.24408
7235,42.117043
7236,3.0435333
7237,37.927475
7238,79.36549
7239,0.483959
7240,57.524498
7241,47.9559
7242,51.68112
7243,19.592468
7244,25.435482
7245,42.290726
7246,92.74343
7247,47.31626
7248,33.645203
7249,89.39613
7250,97.75593
7251,47.181023
7252,50.308327
7253,54.318634
7254,19.191736
7255,92.29272
7256,26.26241
7257,74.10731
7258,18.14638
7259,73.27509
7260,63.34566
7261,14.3404455
7262,2.1626775
7263,25.939499
7264,0.8334694
7265,94.79408
7266,46.404263
7267,3.3089435
7268,23.10312
7269,80.02436
7270,49.71494
7271,32.811535
7272,68.4566
7273,17.170929
7274,24.914991
7275,46.114594
7276,65.34765
7277,18.62675
7278,33.131664
7279,5.7463336
7280,78.34551
7281,39.71078
7282,81.53646
7283,89.10263
7284,65.423004
7285,28.67574
7286,55.53403
7287,82.87535
7288,31.932423
7289,94.07919
7290,97.91559
7291,59.04613
7292,33.763317
7293,53.504955
7294,84.415474
7295,82.277794
7296,33.497288
7297,86.26299
7298,27.360264
7299,62.985603
7300,71.25318
7301,71.371605
7302,36.828835
7303,46.257397
7304,13.084563
7305,62.90303
7306,9.789826
7307,67.92576
7308,85.34757
7309,23.302898
7310,96.74194
7311,5.152102
7312,84.987495
7313,67.989746
7314,30.389616
7315,89.4937
7316,78.26848
7317,49.783558
7318,3.4411557
7319,14.965747
7320,8.130958
7321,19.316198
7322,44.857414
7323,26.123787
7324,26.599176
7325,27.67497
7326,31.107716
7327,53.57847
7328,33.257614
7329,75.54682
7330,11.037966
7331,78.3485
7332,28.133429
7333,44.617714
7334,7.7706227
7335,60.340015
7336,66.710945
7337,98.29761
7338,15.47711
7339,59.812794
7340,60.16014
7341,10.305775
7342,53.491634
7343,20.77472
7344,25.7664
7345,1.6480427
7346,32.52751
7347,3.9678588
7348,88.88363
7349,58.89905
7350,72.89343
7351,55.307526
7352,86.86004
7353,29.421284
7354,69.00239
7355,63.53758
7356,70.13531
7357,12.957452
7358,40.586765
7359,39.790386
7360,27.200655
7361,42.119633
7362,13.122919
7363,66.57778
7364,4.443999
7365,20.582703
7366,65.76845
7367,93.06655
7368,72.26721
7369,48.739304
7370,55.378147
7371,70.02455
7372,6.419073
7373,70.90538
7374,74.17799
7375,20.72504
7376,12.788434
7377,97.47074
7378,94.494514
7379,98.868515
7380,22.436663
7381,43.277405
7382,62.06989
7383,62.688843
7384,16.29345
7385,47.59374
7386,26.234844
7387,55.84515
7388,6.0312386
7389,77.43583
7390,18.466099
7391,61.518265
7392,78.01407
7393,54.50288
7394,85.61174
7395,31.509823
7396,52.852043
7397,93.64968
7398,88.45275
7399,73.15
7400,64.03866
7401,11.106778
7402,77.290634
7403,69.20118
7404,78.56039
7405,74.416664
7406,76.21154
7407,54.969196
7408,90.64013
7409,3.3141625
7410,9.873686
7411,68.85998
7412,21.295776
7413,87.541306
7414,52.33263
7415,31.508703
7416,37.495335
7417,74.651955
7418,83.593704
7419,67.9819
7420,26.306986
7421,0.5678241
7422,81.357475
7423,48.841022
7424,17.24071
7425,93.03934
7426,44.727474
7427,95.76327
7428,19.502676
7429,77.51423
7430,75.666695
7431,20.562511
7432,76.69964
7433,94.74865
7434,13.847491
7435,52.734478
7436,96.38595
7437,35.158768
7438,19.102077
7439,62.40209
7440,78.638275
7441,58.274384
7442,67.45325
7443,7.5625615
7444,1.0069098
7445,78.74322
7446,22.192818
7447,1.7027755
7448,16.766665
7449,1.5372057
7450,14.832745
7451,21.881449
7452,30.328678
7453,82.62162
7454,60.261333
7455,25.261076
7456,6.8767147
7457,98.28939
7458,62.100636
7459,43.988777
7460,26.509424
7461,35.32553
7462,95.41562
7463,1.6438371
7464,79.463
7465,44.73476
7466,76.2616
7467,23.5942
7468,16.91503
7469,6.70318
7470,32.547318
7471,56.695133
7472,64.61726
7473,2.3238308
7474,68.95879
7475,78.370155
7476,26.405596
7477,80.445335
7478,65.39156
7479,46.66763
7480,61.307163
7481,90.34364
7482,15.148919
7483,60.840694
7484,20.335354
7485,9.70093
7486,17.891699
7487,88.738365
7488,58.61812
7489,60.70904
7490,48.69271
7491,78.35368
7492,52.48791
7493,93.94442
7494,9.588468
7495,71.83001
7496,93.296135
7497,32.835976
7498,91.37951
7499,9.212662
7500,28.551146
7501,79.27073
7502,42.691257
7503,42.007538
7504,32.785976
7505,7.7537456
7506,11.908889
7507,83.78275
7508,89.33052
7509,63.76229
7510,17.58229
7511,1.661781
7512,89.72366
7513,13.132225
7514,42.58508
7515,57.048454
7516,14.520247
7517,64.69821
7518,26.326887
7519,94.33883
7520,76.99064
7521,22.189018
7522,97.636
7523,74.28097
7524,13.661842
7525,94.69844
7526,23.694738
7527,28.46614
7528,23.903746
7529,35.729076
7530,61.10909
7531,43.89332
7532,19.835575
7533,56.076496
7534,97.27559
7535,4.1636186
7536,7.7350216
7537,93.89943
7538,84.39972
7539,15.5344305
7540,0.48694864
7541,10.766249
7542,90.22795
7543,59.114925
7544,96.81848
7545,26.639103
7546,61.862
7547,61.77277
7548,21.19044
7549,30.234018
7550,16.550922
7551,32.84837
7552,59.506332
7553,39.745277
7554,52.572277
7555,36.6009
7556,33.12587
7557,87.44808
7558,18.767076
7559,32.53053
7560,5.0214286
7561,65.76781
7562,25.084532
7563,65.86495
7564,18.83798
7565,45.795757
7566,89.332596
7567,35.1366
7568,86.486755
7569,41.88293
7570,87.97909
7571,58.70332
7572,53.065575
7573,92.11431
7574,61.77139
7575,37.752132
7576,55.773727
7577,14.855314
7578,97.43678
7579,78.57313
7580,10.474524
7581,25.10971
7582,64.480736
7583,1.5907718
7584,50.28798
7585,27.369696
7586,32.723404
7587,24.937397
7588,25.014654
7589,8.145067
7590,95.60937
7591,92.713776
7592,98.70222
7593,48.022743
7594,74.41631
7595,78.346306
7596,0.76489925
7597,54.61129
7598,36.494545
7599,12.526929
7600,24.379606
7601,62.30394
7602,84.498795
7603,43.226383
7604,25.445227
7605,74.49086
7606,4.730557
7607,85.819
7608,9.865432
7609,61.661297
7610,30.477757
7611,42.27951
7612,48.927853
7613,43.780815
7614,34.600433
7615,74.45605
7616,9.502853
7617,58.322865
7618,53.311478
7619,15.96791
7620,92.23377
7621,20.458466
7622,66.96818
7623,19.438417
7624,83.114426
7625,64.14592
7626,40.382862
7627,17.307802
7628,36.10883
7629,16.628607
7630,75.33379
7631,49.362793
7632,94.66951
7633,42.9507
7634,87.44682
7635,11.709276
7636,80.143425
7637,65.02345
7638,55.24166
7639,71.50302
7640,7.776168
7641,10.507372
7642,55.66344
7643,45.205128
7644,46.05746
7645,2.9124885
7646,2.061682
7647,79.28336
7648,27.033121
7649,35.651287
7650,48.35879
7651,1.6446304
7652,86.74615
7653,81.062485
7654,59.213303
7655,74.40092
7656,64.93971
7657,11.7962055
7658,84.56115
7659,24.252218
7660,53.41985
7661,23.64959
7662,95.70203
7663,4.586007
7664,71.92881
7665,94.355194
7666,12.954763
7667,13.530616
7668,6.8891506
7669,73.12046
7670,67.78626
7671,89.87288
7672,35.728035
7673,12.029929
7674,37.272335
7675,15.412369
7676,97.46312
7677,27.83588
7678,91.814575
7679,33.758385
7680,31.084694
7681,32.441803
7682,46.86431
7683,68.41744
7684,73.10292
7685,60.17085
7686,46.197918
7687,65.086555
7688,36.119724
7689,40.47065
7690,20.95061
7691,99.86497
7692,10.480258
7693,52.018967
7694,70.11439
7695,9.495734
7696,83.0917
7697,52.21751
7698,33.148533
7699,23.915916
7700,99.18707
7701,18.832644
7702,90.64122
7703,15.033828
7704,77.889946
7705,60.873795
7706,53.419926
7707,18.465239
7708,55.778954
7709,50.5753
7710,40.832535
7711,82.86803
7712,43.897083
7713,54.8933
7714,4.7402987
7715,95.11532
7716,79.561035
7717,0.093663216
7718,41.783806
7719,97.44098
7720,7.1135645
7721,10.07911
7722,68.031204
7723,4.6805873
7724,87.76622
7725,30.452612
7726,88.46699
7727,6.20451
7728,89.24233
7729,12.638086
7730,71.81854
7731,91.12982
7732,61.835968
7733,39.603302
7734,19.432837
7735,13.992545
7736,19.683329
7737,12.398926
7738,91.6018
7739,80.330605
7740,66.435425
7741,62.552166
7742,98.183174
7743,16.549885
7744,39.85952
7745,86.36812
7746,17.27125
7747,12.771621
7748,42.18277
7749,19.74121
7750,50.34821
7751,21.897709
7752,14.177214
7753,61.818504
7754,51.783237
7755,6.6715474
7756,83.66381
7757,68.541435
7758,52.974224
7759,8.505451
7760,91.78465
7761,95.91999
7762,5.821484
7763,2.4640214
7764,67.92664
7765,65.83265
7766,13.574981
7767,31.498768
7768,51.714462
7769,64.317154
7770,30.911348
7771,42.392036
7772,44.30767
7773,27.18939
7774,48.093445
7775,96.35856
7776,1.7559757
7777,77.90701
7778,33.819546
7779,48.807835
7780,85.04478
7781,33.278297
7782,93.087
7783,16.610878
7784,88.82603
7785,67.75468
7786,88.14657
7787,88.38889
7788,36.17492
7789,15.573285
7790,84.520134
7791,29.155088
7792,37.35231
7793,40.502697
7794,18.345678
7795,69.42535
7796,31.777916
7797,23.217169
7798,72.165886
7799,74.444664
7800,73.753494
7801,26.729958
7802,89.251724
7803,35.916176
7804,32.604946
7805,63.60207
7806,93.73245
7807,53.316162
7808,15.625975
7809,34.06354
7810,83.53598
7811,97.6778
7812,17.954689
7813,68.80992
7814,7.83073
7815,57.5577
7816,6.826923
7817,51.3459
7818,49.018288
7819,79.14197
7820,75.03997
7821,27.953897
7822,60.141857
7823,81.71009
7824,64.54513
7825,49.57018
7826,90.53273
7827,33.57178
7828,9.681517
7829,28.170383
7830,74.63722
7831,55.094643
7832,54.175896
7833,62.629772
7834,27.829813
7835,29.069462
7836,39.79112
7837,73.12875
7838,71.58342
7839,42.731007
7840,35.542503
7841,66.5683
7842,76.02501
7843,93.444786
7844,70.40014
7845,91.55263
7846,47.753242
7847,84.2512
7848,9.181587
7849,10.620578
7850,3.0559216
7851,0.6883216
7852,14.550934
7853,23.659727
7854,95.808624
7855,31.704592
7856,43.617428
7857,55.559944
7858,19.82439
7859,80.445595
7860,88.49849
7861,61.706715
7862,76.97145
7863,74.3985
7864,66.5927
7865,22.269651
7866,44.109455
7867,20.103514
7868,85.92456
7869,28.149529
7870,77.77813
7871,86.8933
7872,44.338783
7873,68.007195
7874,84.839676
7875,79.331764
7876,95.76862
7877,81.784615
7878,39.895206
7879,83.670845
7880,60.352154
7881,42.825314
7882,0.19050953
7883,93.55968
7884,63.13394
7885,21.931684
7886,50.612118
7887,90.145485
7888,55.790516
7889,33.165676
7890,87.7797
7891,31.03974
7892,19.896551
7893,31.092518
7894,70.95317
7895,77.304924
7896,20.176136
7897,46.433372
7898,18.674166
7899,66.87044
7900,61.71428
7901,58.50068
7902,28.466625
7903,20.138159
7904,98.99349
7905,99.05717
7906,35.85127
7907,51.92373
7908,50.25795
7909,64.289955
7910,72.43963
7911,18.881195
7912,99.19215
7913,12.023301
7914,84.94189
7915,31.904602
7916,96.78415
7917,86.40874
7918,10.432431
7919,68.98978
7920,54.471962
7921,99.43987
7922,0.9390373
7923,85.97457
7924,55.63038
7925,74.3845
7926,14.34375
7927,88.63826
7928,18.204405
7929,14.468977
7930,28.132906
7931,49.530003
7932,79.29996
7933,66.34293
7934,46.165302
7935,35.49966
7936,79.45823
7937,13.639585
7938,87.97937
7939,25.763548
7940,78.65823
7941,0.19325677
7942,26.67593
7943,94.721214
7944,68.94935
7945,71.80184
7946,29.852846
7947,33.87842
7948,43.375572
7949,48.725315
7950,75.58099
7951,27.762089
7952,67.98332
7953,77.72201
7954,13.389859
7955,29.175707
7956,9.280662
7957,32.638527
7958,35.548004
7959,38.336685
7960,64.74683
7961,91.60448
7962,73.3726
7963,4.2963886
7964,5.8025837
7965,89.61599
7966,3.0764635
7967,12.474376
7968,24.960117
7969,41.508957
7970,15.086431
7971,43.97467
7972,31.665018
7973,89.49243
7974,13.840304
7975,6.0855484
7976,89.81983
7977,70.80035
7978,14.950516
7979,71.53511
7980,2.7056246
7981,14.636642
7982,74.05556
7983,42.506046
7984,56.856384
7985,49.987667
7986,30.545034
7987,44.92508
7988,91.79729
7989,19.020449
7990,96.52981
7991,59.2672
7992,6.096871
7993,68.65011
7994,46.23164
7995,47.95658
7996,24.280762
7997,72.8572
7998,71.71305
7999,3.3167343
8000,26.257265
8001,70.629074
8002,68.21062
8003,31.647131
8004,90.58636
8005,39.243664
8006,22.232702
8007,56.06735
8008,85.85112
8009,86.623146
8010,58.82718
8011,30.124187
8012,85.40572
8013,83.3658
8014,62.584415
8015,20.67869
8016,35.07118
8017,19.581429
8018,43.58285
8019,23.630526
8020,1.4717891
8021,66.22323
8022,39.011272
8023,95.54676
8024,47.910683
8025,84.80377
8026,50.1777
8027,72.73375
8028,68.347466
8029,3.661932
8030,84.611916
8031,89.28997
8032,91.56093
8033,52.459183
8034,69.60058
8035,90.56412
8036,33.998913
8037,71.300285
8038,82.02209
8039,72.82977
8040,94.99159
8041,3.8794348
8042,88.24306
8043,36.66564
8044,18.613888
8045,91.55111
8046,40.19719
8047,57.957005
8048,44.5215
8049,52.327938
8050,84.35272
8051,30.010199
8052,91.89162
8053,22.604248
8054,31.95422
8055,73.709366
8056,29.111444
8057,68.4656
8058,49.217033
8059,10.161813
8060,40.732224
8061,91.23022
8062,36.93179
8063,18.835766
8064,9.8544
8065,75.474266
8066,89.36975
8067,25.208504
8068,51.486324
8069,72.61188
8070,9.658102
8071,7.246843
8072,20.890839
8073,50.494522
8074,3.463467
8075,72.43771
8076,23.405375
8077,32.858883
8078,91.28921
8079,70.647026
8080,68.6214
8081,10.427142
8082,0.29810417
8083,94.68335
8084,58.41136
8085,35.976112
8086,49.418114
8087,54.964046
8088,1.0251987
8089,68.38635
8090,32.085808
8091,6.480609
8092,43.810165
8093,97.70317
8094,10.111081
8095,7.4125743
8096,25.356253
8097,78.709946
8098,16.904385
8099,50.958454
8100,71.47039
8101,27.467108
8102,30.021769
8103,16.002464
8104,13.553001
8105,76.29328
8106,49.807323
8107,89.62881
8108,0.9270858
8109,94.36467
8110,17.574032
8111,37.432835
8112,73.59343
8113,66.686676
8114,26.11461
8115,35.540386
8116,97.927864
8117,89.88548
8118,78.2482
8119,68.731705
8120,98.31664
8121,54.975853
8122,97.95956
8123,75.137985
8124,23.37611
8125,13.548582
8126,89.86865
8127,61.92983
8128,68.08909
8129,99.927986
8130,29.102825
8131,92.61933
8132,53.890324
8133,98.08049
8134,79.03449
8135,47.94249
8136,60.479298
8137,97.1542
8138,81.299065
8139,64.8758
8140,46.20391
8141,18.61652
8142,87.6781
8143,24.73522
8144,18.902782
8145,35.74046
8146,73.762726
8147,87.769005
8148,65.68719
8149,66.499176
8150,60.374462
8151,39.095154
8152,17.94767
8153,83.66987
8154,84.299385
8155,71.36456
8156,13.285273
8157,61.74066
8158,14.170736
8159,85.35872
8160,62.393677
8161,81.319336
8162,0.49517354
8163,63.460567
8164,99.84118
8165,14.498861
8166,3.1040778
8167,35.15827
8168,91.878365
8169,50.194454
8170,29.666407
8171,51.329514
8172,98.12869
8173,15.523157
8174,80.87674
8175,55.45975
8176,29.779564
8177,79.11028
8178,1.7598145
8179,57.652332
8180,49.26807
8181,1.2091732
8182,79.27333
8183,5.2075877
8184,20.021214
8185,90.95399
8186,0.25859973
8187,98.1028
8188,0.01652685
8189,79.54827
8190,13.6572895
8191,17.953285
8192,9.876758
8193,3.3436356
8194,15.628455
8195,78.96126
8196,64.88773
8197,83.929955
8198,75.856384
8199,2.4939191
8200,62.707417
8201,4.9283433
8202,7.6592474
8203,47.789886
8204,31.034603
8205,47.60886
8206,28.81798
8207,48.695087
8208,40.07485
8209,42.38355
8210,80.06692
8211,33.07699
8212,31.272945
8213,75.3248
8214,80.46996
8215,97.76185
8216,20.748898
8217,27.168535
8218,68.472244
8219,91.88294
8220,48.808308
8221,50.580124
8222,48.74546
8223,58.51332
8224,8.041172
8225,88.72971
8226,27.606977
8227,54.61044
8228,73.260506
8229,40.19632
8230,19.22556
8231,16.499046
8232,90.97371
8233,31.846928
8234,8.090878
8235,70.57248
8236,48.26955
8237,98.47262
8238,82.3565
8239,90.7921
8240,3.8386343
8241,69.466125
8242,58.04858
8243,77.84534
8244,97.48082
8245,51.965458
8246,86.49139
8247,26.93209
8248,43.11388
8249,51.371544
8250,99.59312
8251,83.23241
8252,89.54615
8253,99.07309
8254,22.544123
8255,89.479805
8256,78.18992
8257,32.458553
8258,61.94896
8259,56.513718
8260,2.4194248
8261,9.08442
8262,73.42721
8263,91.2449
8264,59.38593
8265,22.146545
8266,70.61363
8267,91.72485
8268,85.323654
8269,98.28097
8270,82.68882
8271,65.9237
8272,21.354136
8273,64.263695
8274,82.50854
8275,47.588837
8276,68.46202
8277,60.06281
8278,98.46633
8279,20.818087
8280,57.97077
8281,67.63419
8282,36.89999
8283,87.862274
8284,2.712485
8285,95.76109
8286,49.55074
8287,88.89764
8288,40.42479
8289,57.060738
8290,78.09602
8291,20.045141
8292,6.245753
8293,71.27728
8294,8.405765
8295,10.508824
8296,25.790697
8297,13.01346
8298,36.07678
8299,20.297075
8300,1.2822254
8301,18.228302
8302,52.16922
8303,57.600964
8304,76.73119
8305,74.94994
8306,52.014996
8307,60.40651
8308,14.755594
8309,23.815054
8310,31.190536
8311,95.8706
8312,83.93755
8313,33.9458
8314,5.5229063
8315,34.805878
8316,16.371834
8317,70.84067
8318,76.47698
8319,27.31731
8320,51.34937
8321,57.591583
8322,25.293274
8323,6.432897
8324,29.404545
8325,90.656265
8326,29.811995
8327,92.63358
8328,37.258816
8329,28.505972
8330,59.364742
8331,58.898407
8332,48.081142
8333,40.995678
8334,53.283154
8335,83.82173
8336,14.901866
8337,88.54355
8338,37.579002
8339,83.97442
8340,52.71361
8341,10.514047
8342,53.917316
8343,43.162964
8344,18.26821
8345,14.983373
8346,83.045525
8347,28.213385
8348,31.289787
8349,4.063153
8350,26.388702
8351,4.204397
8352,67.388466
8353,43.602734
8354,61.14244
8355,5.478541
8356,67.70015
8357,52.254128
8358,49.91514
8359,79.2445
8360,31.559168
8361,14.906594
8362,0.59801984
8363,14.863905
8364,92.338326
8365,72.90915
8366,38.3253
8367,58.859116
8368,74.80561
8369,28.384548
8370,67.23751
8371,99.69914
8372,20.118635
8373,44.495247
8374,20.975763
8375,95.60379
8376,83.090904
8377,1.9280896
8378,20.406689
8379,36.238777
8380,42.641262
8381,47.272408
8382,0.9268649
8383,30.385242
8384,47.807728
8385,66.04945
8386,56.571518
8387,69.853226
8388,55.52015
8389,25.141392
8390,72.57828
8391,53.647026
8392,86.695915
8393,28.699944
8394,48.56229
8395,47.262444
8396,11.287984
8397,54.063007
8398,26.026861
8399,21.908035
8400,65.58346
8401,8.866869
8402,84.835785
8403,18.801037
8404,34.686382
8405,5.1411595
8406,30.560741
8407,0.501628
8408,70.44641
8409,55.612186
8410,16.687723
8411,11.166244
8412,38.796474
8413,23.840939
8414,24.965927
8415,31.869759
8416,74.91943
8417,86.53919
8418,60.329002
8419,47.838936
8420,6.5862436
8421,64.02784
8422,58.596024
8423,54.70676
8424,25.037176
8425,92.67193
8426,13.016939
8427,42.624367
8428,81.449326
8429,16.256136
8430,7.466878
8431,71.26833
8432,5.309644
8433,70.59318
8434,9.455187
8435,51.233894
8436,90.17593
8437,69.683586
8438,97.35589
8439,59.526302
8440,83.63924
8441,33.661663
8442,62.62558
8443,22.466429
8444,1.8424213
8445,67.316986
8446,21.151423
8447,78.49021
8448,55.900455
8449,11.961933
8450,72.867294
8451,55.524452
8452,27.616167
8453,61.767963
8454,42.50819
8455,40.893887
8456,88.23758
8457,80.89364
8458,23.580925
8459,88.10409
8460,10.948544
8461,66.43651
8462,74.94783
8463,59.15813
8464,93.50677
8465,53.998344
8466,59.291985
8467,45.837696
8468,6.7068
8469,11.168635
8470,81.74531
8471,97.294846
8472,51.844482
8473,34.738037
8474,28.804806
8475,96.39799
8476,57.578506
8477,16.112354
8478,92.35227
8479,0.6554326
8480,50.32525
8481,13.460384
8482,89.27514
8483,54.672897
8484,63.03354
8485,60.74422
8486,88.716125
8487,16.385633
8488,49.817173
8489,93.632576
8490,72.442
8491,80.83478
8492,49.51005
8493,21.400465
8494,86.828674
8495,65.0097
8496,2.019171
8497,1.4712082
8498,26.245182
8499,84.32893
8500,19.292393
8501,17.909082
8502,7.2482915
8503,85.40553
8504,30.783087
8505,57.11281
8506,17.048796
8507,73.99543
8508,50.650364
8509,64.96655
8510,73.460014
8511,3.7015998
8512,89.425896
8513,78.436005
8514,4.0152636
8515,76.30552
8516,43.212856
8517,92.76034
8518,16.25414
8519,91.76419
8520,61.33785
8521,51.25782
8522,49.355648
8523,69.140854
8524,52.51738
8525,26.652052
8526,99.50219
8527,24.93907
8528,80.464264
8529,95.51286
8530,98.67154
8531,67.95369
8532,23.97054
8533,19.542006
8534,7.593915
8535,52.03422
8536,86.24529
8537,74.96846
8538,15.544947
8539,69.707664
8540,10.279071
8541,88.72113
8542,86.36378
8543,31.447134
8544,80.34101
8545,17.169449
8546,9.548974
8547,29.915003
8548,42.40196
8549,60.28416
8550,60.68578
8551,51.344746
8552,79.15953
8553,63.058346
8554,1.7691196
8555,6.243914
8556,48.150658
8557,41.806515
8558,97.97045
8559,74.92582
8560,29.56442
8561,44.19372
8562,38.52969
8563,45.15698
8564,28.536715
8565,49.060787
8566,83.24989
8567,97.58675
8568,23.4924
8569,85.06105
8570,80.2553
8571,31.328627
8572,34.40656
8573,26.623177
8574,17.253347
8575,73.19251
8576,33.91411
8577,57.97486
8578,69.18477
8579,7.0321503
8580,57.39349
8581,69.29961
8582,37.30821
8583,14.0384655
8584,47.92375
8585,77.94079
8586,57.069252
8587,10.115213
8588,7.281185
8589,38.275833
8590,82.11608
8591,29.85079
8592,26.594349
8593,28.232609
8594,34.39623
8595,94.74439
8596,31.443811
8597,38.350666
8598,15.7870655
8599,14.443332
8600,36.44199
8601,88.54522
8602,8.645209
8603,6.114657
8604,54.55042
8605,54.677254
8606,11.780094
8607,65.36854
8608,20.62985
8609,33.93764
8610,37.79869
8611,36.906525
8612,70.15729
8613,18.700537
8614,99.014824
8615,88.05959
8616,15.859528
8617,79.191055
8618,70.88451
8619,1.1791309
8620,86.54934
8621,89.66238
8622,51.15909
8623,50.883064
8624,38.772423
8625,36.13089
8626,92.78583
8627,38.76278
8628,41.849953
8629,82.83711
8630,7.4772816
8631,99.8511
8632,55.35986
8633,57.68716
8634,69.15338
8635,54.084473
8636,82.14815
8637,12.507059
8638,53.820343
8639,75.248436
8640,17.05925
8641,3.7348106
8642,86.95524
8643,99.76183
8644,10.330272
8645,14.93815
8646,30.87774
8647,53.228092
8648,91.48198
8649,34.274788
8650,43.579643
8651,18.93948
8652,54.18228
8653,15.3180685
8654,44.323566
8655,57.925957
8656,13.203914
8657,55.56501
8658,79.61117
8659,18.098389
8660,33.071625
8661,90.47875
8662,21.814962
8663,78.81462
8664,37.63534
8665,69.93388
8666,27.86258
8667,82.42488
8668,24.387175
8669,24.926477
8670,15.163629
8671,1.5968683
8672,18.040735
8673,49.253834
8674,59.70334
8675,36.754562
8676,44.944202
8677,98.851395
8678,71.4637
8679,70.36354
8680,80.23368
8681,68.61681
8682,52.471004
8683,84.19716
8684,25.326471
8685,54.992657
8686,4.187042
8687,46.988056
8688,40.556904
8689,27.800627
8690,68.6634
8691,29.314068
8692,1.3825978
8693,94.964294
8694,79.2892
8695,66.78988
8696,33.077602
8697,86.81736
8698,93.771126
8699,34.641922
8700,21.516768
8701,53.232327
8702,62.880005
8703,81.234215
8704,49.2124
8705,79.599495
8706,84.39195
8707,73.72979
8708,95.93125
8709,90.64468
8710,97.52204
8711,9.365922
8712,39.620705
8713,60.00299
8714,41.390865
8715,20.869623
8716,59.14467
8717,75.26692
8718,98.84105
8719,62.124294
8720,91.49064
8721,95.23831
8722,63.746433
8723,26.196693
8724,71.77395
8725,91.22588
8726,48.65065
8727,25.774403
8728,79.10224
8729,33.092747
8730,22.571335
8731,56.875786
8732,57.30434
8733,89.37697
8734,83.408356
8735,78.20596
8736,51.398205
8737,80.82624
8738,95.27787
8739,51.005665
8740,55.99402
8741,15.509981
8742,46.782707
8743,51.528362
8744,54.65694
8745,29.041727
8746,74.09344
8747,20.387787
8748,16.587572
8749,95.21196
8750,57.02568
8751,99.88824
8752,17.257547
8753,73.28088
8754,40.52706
8755,27.68073
8756,88.99086
8757,11.832419
8758,96.70731
8759,67.46546
8760,27.599325
8761,81.21441
8762,59.648575
8763,92.984344
8764,44.020805
8765,52.887222
8766,11.901698
8767,78.778656
8768,86.5511
8769,47.34306
8770,6.125062
8771,20.189142
8772,43.881218
8773,35.69458
8774,75.186745
8775,1.0316008
8776,11.1758585
8777,84.57947
8778,27.687145
8779,67.43641
8780,97.65523
8781,23.854465
8782,75.05997
8783,4.032417
8784,9.450602
8785,86.09433
8786,74.24616
8787,31.182058
8788,77.087204
8789,20.518354
8790,23.020357
8791,61.75969
8792,4.7475686
8793,21.213604
8794,68.65726
8795,49.817093
8796,39.456657
8797,19.290672
8798,31.800215
8799,13.764352
8800,39.618877
8801,48.468216
8802,64.33715
8803,83.01002
8804,61.919083
8805,84.515594
8806,85.62546
8807,97.40222
